Year,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn
2020,"DRUM, BLACK","5,269",2,"3,672",Public,Commercial,Pogonias cromis,169288
2020,"DRUM, RED","51,766",23,"132,975",Public,Commercial,Sciaenops ocellatus,169290
2020,"FLOUNDERS, PARALICHTHYS **","6,631",3,"20,755",Public,Commercial,Paralichthys,172734
2020,"GROUPER, BLACK",,,,Confidential,Commercial,Mycteroperca bonaci,167760
2020,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2020,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704
2020,"GROUPERS, SERRANIDAE (FAMILY) **",,,,Confidential,Commercial,Serranidae,167674
2020,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2020,"JACK, ALMACO",,,,Confidential,Commercial,Seriola rivoliana,168691
2020,"JACK, BAR",,,,Confidential,Commercial,Carangoides ruber,168615
2020,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2020,KINGFISHES **,"3,085",1,"3,136",Public,Commercial,Menticirrhus,169273
2020,LADYFISH,820,0,535,Public,Commercial,Elops saurus,161111
2020,LOOKDOWN,,,,Confidential,Commercial,Selene vomer,168680
2020,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2020,"MACKEREL, SPANISH","11,486",5,"15,013",Public,Commercial,Scomberomorus maculatus,172436
2020,MENHADENS **,"296,364,108","134,430","38,527,335",Public,Commercial,Brevoortia ,161731
2020,MINNOWS **,,,,Confidential,Commercial,Cyprinidae,163342
2020,"MULLET, STRIPED","23,441",11,"11,728",Public,Commercial,Mugil cephalus,170335
2020,"MULLET, WHITE",,,,Confidential,Commercial,Mugil curema,170336
2020,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2020,"PORGY, RED",,,,Confidential,Commercial,Pagrus pagrus,169207
2020,"RUNNER, BLUE",206,0,137,Public,Commercial,Caranx crysos,168612
2020,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2020,"SEATROUT, SAND","1,422",1,"1,662",Public,Commercial,Cynoscion arenarius,169243
2020,"SEATROUT, SPOTTED","20,814",9,"71,869",Public,Commercial,Cynoscion nebulosus,169239
2020,SHEEPSHEAD,"10,275",5,"8,178",Public,Commercial,Archosargus probatocephalus,169189
2020,"SHRIMP, BROWN","2,362,366","1,072","3,657,543",Public,Commercial,Penaeus aztecus,95605
2020,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608
2020,"SHRIMP, NORTHERN WHITE","4,469,449","2,027","9,354,794",Public,Commercial,Penaeus setiferus,95610
2020,"SNAPPER, GRAY",204,0,418,Public,Commercial,Lutjanus griseus,168848
2020,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2020,"SNAPPER, RED","186,950",85,"392,674",Public,Commercial,Lutjanus campechanus,168853
2020,"SNAPPER, VERMILION",,,,Confidential,Commercial,Rhomboplites aurorubens,168909
2020,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2020,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138
2020,TRIPLETAIL,"1,817",1,"6,770",Public,Commercial,Lobotes surinamensis,169007
2020,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2020,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179
2020,,,,,Confidential,Commercial,,
2021,"AMBERJACK, GREATER","1,684",1,"4,150",Public,Commercial,Seriola dumerili,168689
2021,BLUEFISH,"2,439",1,"1,003",Public,Commercial,Pomatomus saltatrix,168559
2021,"BUMPER, ATLANTIC",,,,Confidential,Commercial,Chloroscombrus chrysurus,168670
2021,"CATFISH, BLUE",,,,Confidential,Commercial,Ictalurus furcatus,163997
2021,"CATFISH, CHANNEL",,,,Confidential,Commercial,Ictalurus punctatus,163998
2021,"CATFISHES, SEA **",922,0,351,Public,Commercial,Ariidae,164157
2021,"CRAB, BLUE","860,675",390,"1,635,213",Public,Commercial,Callinectes sapidus,98696
2021,"CRAB, FLORIDA STONE",,,,Confidential,Commercial,Menippe mercenaria,98811
2021,"CROAKER, ATLANTIC",35,0,27,Public,Commercial,Micropogonias undulatus,169283
2021,"DRUM, BLACK","1,942",1,"1,618",Public,Commercial,Pogonias cromis,169288
2021,"DRUM, RED","35,182",16,"91,542",Public,Commercial,Sciaenops ocellatus,169290
2021,"FLOUNDERS, PARALICHTHYS **","19,000",9,"67,922",Public,Commercial,Paralichthys,172734
2021,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2021,"GROUPER, WARSAW",,,,Confidential,Commercial,Epinephelus nigritus,167704
2021,HARVESTFISHES **,,,,Confidential,Commercial,Peprilus,172564
2021,"JACK, ALMACO",,,,Confidential,Commercial,Seriola rivoliana,168691
2021,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609
2021,KINGFISHES **,"1,205",1,"1,911",Public,Commercial,Menticirrhus,169273
2021,LADYFISH,366,0,238,Public,Commercial,Elops saurus,161111
2021,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2021,"MACKEREL, SPANISH","4,222",2,"4,213",Public,Commercial,Scomberomorus maculatus,172436
2021,MENHADENS **,"205,452,947","93,193","21,054,177",Public,Commercial,Brevoortia ,161731
2021,MINNOWS **,,,,Confidential,Commercial,Cyprinidae,163342
2021,"MULLET, STRIPED","52,932",24,"13,593",Public,Commercial,Mugil cephalus,170335
2021,"MULLET, WHITE","53,697",24,936,Public,Commercial,Mugil curema,170336
2021,MULLETS **,,,,Confidential,Commercial,Mugilidae,170333
2021,PINFISH,,,,Confidential,Commercial,Lagodon rhomboides,169187
2021,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2021,"PORGY, RED",,,,Confidential,Commercial,Pagrus pagrus,169207
2021,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2021,SCAMP,,,,Confidential,Commercial,Mycteroperca phenax,167763
2021,"SEATROUT, SAND","1,412",1,"1,650",Public,Commercial,Cynoscion arenarius,169243
2021,"SEATROUT, SPOTTED","23,795",11,"84,944",Public,Commercial,Cynoscion nebulosus,169239
2021,SHEEPSHEAD,"7,671",3,"5,942",Public,Commercial,Archosargus probatocephalus,169189
2021,"SHRIMP, BROWN","2,225,194","1,009","4,376,146",Public,Commercial,Penaeus aztecus,95605
2021,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608
2021,"SHRIMP, NORTHERN WHITE","3,175,431","1,440","7,905,717",Public,Commercial,Penaeus setiferus,95610
2021,"SNAPPER, BLACK",,,,Confidential,Commercial,Apsilus dentatus,168899
2021,"SNAPPER, GRAY",243,0,767,Public,Commercial,Lutjanus griseus,168848
2021,"SNAPPER, LANE",89,0,169,Public,Commercial,Lutjanus synagris,168860
2021,"SNAPPER, RED","158,058",72,"306,609",Public,Commercial,Lutjanus campechanus,168853
2021,"SNAPPER, VERMILION",423,0,810,Public,Commercial,Rhomboplites aurorubens,168909
2021,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,Confidential,Commercial,Lutjanidae,168845
2021,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2021,SPOT,,,,Confidential,Commercial,Leiostomus xanthurus,169267
2021,"TRIGGERFISH, GRAY",114,0,257,Public,Commercial,Balistes capriscus,173138
2021,TRIPLETAIL,373,0,"1,387",Public,Commercial,Lobotes surinamensis,169007
2021,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2021,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179
2021,,,,,Confidential,Commercial,,
2022,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",,,,Confidential,Commercial,Sphyraenidae,170424
2022,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559
2022,"BUMPER, ATLANTIC",,,,Confidential,Commercial,Chloroscombrus chrysurus,168670
2022,"CATFISHES, SEA **",,,,Confidential,Commercial,Ariidae,164157
2022,"CRAB, BLUE","798,886",362,"1,494,771",Public,Commercial,Callinectes sapidus,98696
2022,"CROAKER, ATLANTIC",,,,Confidential,Commercial,Micropogonias undulatus,169283
2022,"DRUM, BLACK","3,251",1,"4,075",Public,Commercial,Pogonias cromis,169288
2022,"DRUM, RED","46,740",21,"143,953",Public,Commercial,Sciaenops ocellatus,169290
2022,"FLOUNDERS, PARALICHTHYS **","29,650",13,"109,978",Public,Commercial,Paralichthys,172734
2022,"GROUPER, GAG",,,,Confidential,Commercial,Mycteroperca microlepis,167759
2022,KINGFISHES **,"1,940",1,"3,109",Public,Commercial,Menticirrhus,169273
2022,LADYFISH,,,,Confidential,Commercial,Elops saurus,161111
2022,"MACKEREL, KING",,,,Confidential,Commercial,Scomberomorus cavalla,172435
2022,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436
2022,MENHADENS **,"303,697,773","137,756","43,421,938",Public,Commercial,Brevoortia ,161731
2022,MINNOWS **,,,,Confidential,Commercial,Cyprinidae,163342
2022,"MULLET, STRIPED","67,110",30,"13,800",Public,Commercial,Mugil cephalus,170335
2022,"MULLET, WHITE",,,,Confidential,Commercial,Mugil curema,170336
2022,"POMPANO, AFRICAN",,,,Confidential,Commercial,Alectis ciliaris,168602
2022,"POMPANO, FLORIDA",,,,Confidential,Commercial,Trachinotus carolinus,168708
2022,PORGIES **,,,,Confidential,Commercial,Sparidae,169180
2022,"RUNNER, BLUE",,,,Confidential,Commercial,Caranx crysos,168612
2022,"SEATROUT, SAND","1,521",1,"2,373",Public,Commercial,Cynoscion arenarius,169243
2022,"SEATROUT, SPOTTED","28,252",13,"111,479",Public,Commercial,Cynoscion nebulosus,169239
2022,SHEEPSHEAD,"9,327",4,"9,249",Public,Commercial,Archosargus probatocephalus,169189
2022,"SHRIMP, BROWN","2,798,053","1,269","3,705,199",Public,Commercial,Penaeus aztecus,95605
2022,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608
2022,"SHRIMP, NORTHERN WHITE","3,017,350","1,369","5,861,837",Public,Commercial,Penaeus setiferus,95610
2022,"SNAPPER, GRAY","2,726",1,"11,454",Public,Commercial,Lutjanus griseus,168848
2022,"SNAPPER, LANE",,,,Confidential,Commercial,Lutjanus synagris,168860
2022,"SNAPPER, RED","113,022",51,"221,287",Public,Commercial,Lutjanus campechanus,168853
2022,"SNAPPER, VERMILION",398,0,"1,351",Public,Commercial,Rhomboplites aurorubens,168909
2022,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,Confidential,Commercial,Lutjanidae,168845
2022,SPADEFISH,,,,Confidential,Commercial,Ephippidae ,553178
2022,"SQUIDS, LOLIGINIDAE **",,,,Confidential,Commercial,Loliginidae,82369
2022,"TRIGGERFISH, GRAY",,,,Confidential,Commercial,Balistes capriscus,173138
2022,TRIPLETAIL,"1,136",1,"4,886",Public,Commercial,Lobotes surinamensis,169007
2022,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402
2022,"VERTEBRATES, JAWED",,,,Confidential,Commercial,Gnathostomata ,914179
2022,,"228,554",104,"52,275",Public,Commercial,,
